,Potential_Customer,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_Ind_1_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Total_5_yrs_purchase
1156,1,25,2,2,1,1,20,15,15,20,27,32,9,4,A,0,53,F,U,43363,3
1157,0,0,2,4,1,3,20,17.5,13.75,15,17,54,12,6,A,0,65,M,H,54026,7
1158,0,0,1,1,1,1,20,20,20,20,17,17,11,5,F,0,44,M,U,47215,2
1159,1,18,3,12,2,8,20,14,10.92,16,17,123,8,4,A,1,68,F,H,51625,20
1160,0,0,3,3,2,2,20,16.67,16.67,15,21,33,12,6,A,0,57,M,H,68333,5
1161,0,0,1,7,0,3,20,20,10.86,0,18,90,13,4,A,0,43,F,U,44282,10
1162,0,0,2,4,2,4,20,20,15,20,24,53,7,4,A,0,60,F,U,44284.5,8
1163,0,0,1,9,1,7,20,20,12.56,20,17,93,13,6,A,1,75,M,U,44284.5,16
1164,0,0,4,8,3,6,20,20,16.88,20,21,113,13,6,A,0,55,M,H,64438,14
1165,0,0,2,10,1,6,20,35,25.3,50,15,88,12,5,A,1,84,M,H,46098,16
1166,1,25,3,3,2,2,20,10,10,5,18,36,12,6,A,0,37,F,H,65650,5
1167,1,20,2,3,1,2,20,15,11.67,10,18,38,14,6,A,0,35,M,H,68536,5
1168,1,20,3,14,2,6,20,20,15,20,9,125,20,8,A,0,59,M,H,70928,20
1169,1,25,2,7,1,6,20,16,9.14,12,26,101,10,5,A,0,42,F,U,44284.5,13
1170,1,20,3,5,3,4,20,12.67,10,12.67,24,40,12,6,A,1,60,M,H,57344,9
1171,0,0,4,5,3,3,20,20,20,20,21,28,13,6,A,0,60,M,U,44284.5,8
1172,0,0,1,1,1,1,20,20,20,20,17,17,10,4,F,0,37,F,U,24705,2
1173,0,0,1,4,1,3,20,20,8.25,20,18,75,10,4,A,0,60,F,U,38634,7
1174,0,0,1,2,0,1,20,20,17.5,0,20,42,10,4,A,0,85,F,H,29535,3
1175,0,0,1,1,1,1,20,20,20,20,21,21,12,4,F,0,60,M,U,50504,2
1176,1,25,2,2,2,2,20,12.5,12.5,12.5,19,28,11,4,A,0,60,M,U,44284.5,4
1177,0,0,3,3,1,1,20,15,15,10,26,32,5,3,A,0,60,M,U,44284.5,4
1178,0,0,1,1,1,1,20,20,20,20,16,16,12,5,F,0,75,F,H,59072,2
1179,0,0,1,1,1,1,20,20,20,20,17,17,11,5,F,0,44,M,U,44238,2
1180,1,10,3,12,1,6,20,19.33,11.58,20,17,87,8,4,A,1,57,F,H,55086,18
1181,0,0,2,2,1,1,20,12.5,12.5,5,19,29,10,3,A,0,83,M,U,38934,3
1182,0,0,2,2,0,0,20,15,15,0,18,30,10,4,A,0,49,F,U,41420,2
1183,1,20,1,1,1,1,20,20,20,20,17,17,10,4,F,0,77,F,U,43944,2
1184,1,15,2,2,1,1,20,15,15,10,18,24,12,6,N,0,69,F,H,39773,3
1185,0,0,2,8,2,5,20,20,13.13,20,22,113,12,6,A,0,59,M,U,41932,13
1186,1,20,2,10,2,6,20,20,17.1,20,24,89,11,6,A,0,72,M,U,37986,16
1187,1,20,6,17,4,11,20,16.83,14.41,16.25,15,127,9,4,S,1,60,F,U,34792,28
1188,1,25,1,11,0,8,20,20,12.91,0,18,124,13,6,A,1,47,F,H,51969,19
1189,1,10,1,4,1,3,20,20,13.5,20,22,77,10,4,A,1,61,M,H,38844,7
1190,0,0,1,3,1,2,20,20,10.67,20,21,52,12,6,A,0,36,F,H,39029,5
1191,1,11,2,2,1,1,20,12.5,12.5,5,18,24,12,6,N,0,55,M,H,55201,3
1192,0,0,3,6,1,3,20,19,17,15,18,86,13,6,A,0,36,M,H,44191,9
1193,1,25,2,3,1,1,20,15,15,20,21,32,12,6,A,0,65,F,H,44284.5,4
1194,0,0,4,5,1,1,20,20,18,20,15,32,14,6,A,0,60,M,U,52258,6
1195,0,0,2,4,2,2,20,15,11.25,15,18,40,12,6,A,0,57,F,H,49143,6
1196,0,0,1,1,1,1,20,20,20,20,17,17,10,4,F,0,57,F,H,37375,2
1197,1,15,1,11,0,7,20,20,13,0,26,76,10,5,A,1,31,M,U,39456,18
1198,1,20,1,1,1,1,20,20,20,20,17,17,10,4,F,0,71,F,H,34410,2
1199,1,5,1,9,0,2,20,25,21.74,0,6,65,40,11,A,1,60,F,U,25313,11
1200,1,25,2,10,1,8,20,17.5,9.7,20,17,129,7,4,A,1,54,M,H,50451,18
1201,0,0,2,2,2,2,20,20,20,20,17,22,12,6,N,0,67,F,H,39676,4
1202,0,0,1,2,0,1,20,20,12.5,0,26,40,9,4,A,0,45,F,H,32569,3
1203,1,20,2,4,1,3,20,18,14.5,20,24,65,11,6,A,0,48,F,H,83754,7
1204,1,20,2,6,0,1,20,16.5,13.33,0,19,57,13,6,A,0,33,F,H,83754,7
1205,0,0,1,11,1,7,20,20,16.55,20,24,93,11,6,A,1,76,M,H,71618,18
1333,1,18,5,9,2,3,19,17.8,15.56,18.5,15,69,16,6,A,0,45,F,H,49558,12
1334,0,0,8,17,3,5,19,10.38,7.94,11.67,15,52,23,9,A,1,76,M,H,42813,22
1335,1,32,13,89,9,41,19,13.38,10.63,13.22,4,125,47,11,S,1,60,F,U,44284.5,130
1336,1,25,8,37,6,16,19,19.38,19.43,19.17,19,105,14,6,S,1,48,F,U,63710,53
1337,1,10,3,6,0,1,19,18,16.5,0,18,65,13,6,A,0,60,M,U,44284.5,7
1338,0,0,4,21,4,12,19,15.25,13.57,15.25,19,128,33,6,A,1,84,F,H,32033,33
1339,0,0,1,16,0,9,19,19,12,0,16,93,13,5,A,1,60,F,U,44284.5,25
1340,1,23,4,5,1,2,19,18.25,16.6,19,18,41,13,6,A,0,80,M,U,45788,7
1341,0,0,6,13,5,11,19,16.5,12.62,16.8,21,63,14,6,S,1,17,M,H,82851,24
1342,1,20,2,4,2,3,19,17,22.25,17,21,53,14,6,A,0,49,F,H,83356,7
1343,1,30,1,4,0,2,19,19,16.5,0,26,77,9,4,A,0,42,M,U,41448,6
1344,0,0,1,9,0,3,19,19,12.56,0,26,116,6,3,A,0,46,F,H,49173,12
1345,1,15,2,5,2,4,19,19.5,15,19.5,21,51,12,6,A,0,57,F,H,77155,9
1346,0,0,1,14,0,3,19,19,11.71,0,25,87,12,5,A,0,55,F,H,40043,17
1347,1,19,2,5,0,2,19,16,12.2,0,18,53,13,6,A,1,57,M,U,42467,7
1352,0,0,3,12,3,8,18,18,14.58,18,24,111,11,6,A,1,78,M,H,62230,20
1353,1,10,2,12,1,7,18,17,9.67,18,17,128,16,6,A,1,73,M,U,44284.5,19
1354,1,24,1,13,0,7,18,18,12.62,0,24,92,11,5,A,1,49,F,U,88147,20
1355,0,0,2,5,0,2,18,15,12.4,0,18,53,12,6,A,0,53,F,H,67201,7
1356,0,0,3,5,2,3,18,16.67,14,16.5,17,50,13,5,A,0,60,F,U,44284.5,8
1357,0,0,4,29,3,11,18,16,10.03,16,17,128,8,4,S,1,85,M,H,79730,40
1358,1,24,2,6,2,4,18,15,10.33,15,20,57,13,6,A,0,65,F,H,154945,10
1359,0,0,2,5,0,3,18,17,13.4,0,18,78,12,5,A,0,79,M,U,44284.5,8
1360,0,0,3,4,2,3,18,17.67,17.75,21.5,11,20,24,10,F,1,56,F,U,43021,7
1361,0,0,1,11,0,8,18,18,9.55,0,24,115,10,5,A,1,45,F,U,44284.5,19
1362,0,0,2,6,1,3,18,17,14.5,16,21,81,12,6,A,0,62,F,H,37692,9
1363,1,18,3,6,1,2,18,14.33,10,16,17,53,15,6,A,0,72,F,H,82495,8
1364,0,0,2,6,1,5,18,17,11,16,26,93,9,4,A,1,76,F,H,50359,11
1365,1,20,3,3,0,0,18,14,14,0,15,32,11,5,A,0,61,M,H,27410,3
1366,0,0,4,7,2,4,18,14.5,11,13,18,45,13,6,A,1,42,M,U,41993,11
1367,0,0,3,4,1,2,18,14,11.75,11,18,45,14,6,A,0,69,M,U,37232,6
1368,0,0,2,7,1,3,18,19,13.43,20,15,65,12,5,L,0,53,M,H,27204,10
1369,1,20,0,11,0,9,18,0,10.55,0,25,126,11,6,A,1,76,M,H,43423,20
1370,1,10,1,7,0,5,18,18,11.14,0,24,115,9,4,A,1,71,F,H,45176,12
1371,0,0,3,8,3,7,18,17.33,13.63,17.33,16,80,16,6,A,0,70,M,H,40054,15
1372,0,0,0,11,0,4,18,0,12.45,0,27,111,7,2,A,0,60,F,U,44284.5,15
1373,0,0,2,3,0,1,18,17,14.67,0,18,41,11,5,A,0,60,F,U,44284.5,4
1374,0,0,3,6,0,1,18,14.67,11.17,0,26,57,10,5,A,0,66,M,U,53576,7
1375,1,18,0,6,0,1,18,0,13,0,26,45,12,5,A,0,60,F,H,48175,7
1376,1,18,4,15,2,12,18,16.25,12,15,18,130,13,6,A,1,80,M,U,98346,27
1377,0,0,1,5,1,3,18,18,14.8,18,16,71,14,6,A,1,59,M,U,67354,8
1378,1,20,3,7,3,5,18,16.33,13.57,16.33,16,65,14,6,A,0,68,M,H,123516,12
1379,1,15,10,21,6,9,18,13.9,10.67,14.5,15,126,29,11,S,1,40,F,H,61176,30
1380,0,0,3,12,2,9,18,14.33,11,14,25,128,12,6,A,1,77,F,U,44284.5,21
1381,0,0,10,18,7,11,18,12.39,10.49,12.13,18,69,14,6,S,1,60,F,U,44284.5,29
1382,0,0,3,7,3,6,18,13.33,13.43,13.33,15,76,12,5,A,1,80,F,H,50240,13
1383,1,17,3,16,3,10,18,14.67,11.31,14.67,16,113,8,4,S,1,66,M,H,61196,26
1384,0,0,1,1,1,1,18,18,18,18,17,17,5,2,F,0,59,F,U,48418,2
1385,0,0,2,9,1,4,18,16,11.56,18,23,121,11,5,A,0,55,F,U,51432,13
1386,1,20,2,5,0,2,18,17,13.6,0,18,77,13,6,A,0,85,F,U,62450,7
1387,1,15,1,7,1,6,18,18,14.29,18,21,93,5,2,E,1,43,M,H,92980,13
1388,1,20,2,12,2,9,18,18,11.92,18,25,93,11,6,A,1,75,M,H,51125,21
1389,0,0,2,3,0,0,18,17,14.67,0,17,56,12,6,A,0,74,M,H,31798,3
1399,0,0,4,4,1,1,17.5,13.63,13.63,15,17,32,12,6,A,0,61,M,U,48125,5
1400,0,0,1,14,0,5,17,17,16.14,0,26,81,11,5,A,1,41,M,U,44284.5,19
1401,1,15,2,5,0,2,17,16,10.4,0,24,75,10,4,A,0,44,F,H,59456,7
1402,0,0,6,17,2,8,17,15.67,13.59,16,16,104,14,6,S,1,72,M,H,70339,25
1403,1,17,1,4,1,2,17,17,12,17,15,85,10,4,A,0,58,F,H,46250,6
1404,0,0,2,2,0,0,17,16,16,0,18,31,10,4,A,0,65,M,U,70097,2
1405,0,0,2,10,2,6,17,16,9.5,16,21,57,13,6,S,1,54,F,H,30185,16
1406,0,0,4,15,1,6,17,16,14.07,15,26,67,10,5,A,1,47,M,H,41449,21
1407,0,0,2,11,2,6,17,16,7.64,16,18,104,13,6,A,0,55,M,H,43729,17
1408,0,0,3,3,1,2,17,16.67,16.67,18,13,20,22,8,F,0,68,M,H,43729,5
1409,1,17,1,16,0,9,17,17,11.19,0,18,103,14,6,A,1,63,F,U,37766,25
1410,0,0,1,8,0,4,17,17,14.5,0,26,104,10,4,A,0,69,M,U,48209,12
1411,1,17,2,4,1,2,17,16,14.25,17,21,67,10,4,A,0,58,F,H,55540,6
1412,0,0,1,4,1,3,17,17,11,17,21,55,12,6,A,0,60,F,H,40739,7
1413,0,0,2,2,0,0,17,16,16,0,18,28,10,4,A,0,60,M,U,38184,2
1414,0,0,2,4,1,1,17,18.5,15.5,20,19,40,13,6,A,0,82,F,U,56543,5
1415,1,20,1,21,1,11,17,17,5.57,17,26,94,9,4,A,1,46,F,U,45583,32
1416,0,0,5,24,5,11,17,15.6,14.75,15.6,20,69,14,6,S,1,50,M,U,49688,35
1417,1,20,4,4,0,0,17,11,11,0,15,32,11,5,A,1,50,M,H,55918,4
1418,0,0,4,6,3,4,17,11.5,10,9.67,18,41,13,6,S,1,65,F,H,47489,10
1419,1,10,4,25,2,12,17,15,14.72,15,7,122,21,7,S,1,79,M,H,39460,37
1420,1,21,1,5,1,4,17,17,13.8,17,18,78,10,4,A,0,40,M,H,62117,9
1421,0,0,1,2,0,0,17,17,16,0,18,43,9,3,A,0,60,M,H,43250,2
1422,0,0,2,4,1,2,17,18.5,14.25,20,26,75,11,5,A,0,33,F,U,58850,6
1423,1,23,3,3,2,2,17,13,13,11,18,33,11,5,A,0,60,M,U,44284.5,5
1424,0,0,2,9,1,7,17,16,11.44,15,26,101,10,5,A,1,47,F,U,61313,16
1425,1,18,3,8,2,5,17,15.67,13.38,16.5,16,52,14,6,S,1,37,M,H,70172,13
1426,1,16,4,20,4,12,17,15.5,10.7,15.5,21,113,14,6,S,1,48,M,H,29808,32
1427,1,17,1,6,0,3,17,17,14.33,0,15,75,14,5,A,1,74,F,H,68869,9
1428,1,10,2,11,1,5,17,17,11.55,17,19,113,15,6,A,0,74,M,H,69558,16
1429,1,23,1,11,0,6,17,17,11.09,0,18,123,15,6,A,1,67,F,H,33286,17
1430,1,25,2,3,0,1,17,12,9.67,0,26,52,11,4,A,0,61,M,U,38632,4
1431,1,16,3,3,3,3,17,14,14,14,17,33,12,6,A,0,60,M,H,49147,6
1432,1,5,2,12,1,5,17,12.5,12.17,17,17,76,35,11,A,1,60,M,U,44284.5,17
1433,0,0,4,29,3,13,17,18.75,12.28,18.67,21,105,13,6,A,1,73,M,U,44284.5,42
1434,0,0,2,6,0,1,17,15,12,0,20,52,13,6,A,0,60,F,U,44284.5,7
1435,0,0,1,5,1,3,17,17,8.6,17,22,67,10,4,A,0,60,F,U,44284.5,8
1436,1,15,2,3,0,0,17,16,12.33,0,18,39,12,6,A,0,60,F,H,52196,3
1437,0,0,2,2,1,1,17,16,16,15,18,24,12,6,N,0,75,M,H,69526,3
1438,1,5,2,14,1,9,17,16,7.71,17,20,106,13,6,A,1,48,F,H,56508,23
1439,1,15,4,15,1,9,17,16,13.67,15,15,119,13,6,A,1,62,F,H,40928,24
1440,1,23,3,3,1,1,17,13,13,12,18,32,11,5,A,0,67,F,H,27294,4
1441,1,20,2,10,0,7,17,16,8.4,0,15,126,12,5,L,1,65,M,U,26495,17
1442,0,0,4,12,2,4,17,16,12.83,16,18,81,15,6,A,0,75,M,H,75367,16
1443,0,0,5,13,3,9,17,15.4,12.46,15,19,128,16,6,S,1,69,M,H,62592,22
1444,1,17,2,3,0,1,17,16,11.67,0,18,41,11,5,A,0,81,F,H,63697,4
1445,0,0,1,3,0,1,17,17,11,0,26,66,9,4,A,0,72,F,U,45142,4
1446,1,19,3,5,1,2,17,17,14.6,20,16,51,12,5,A,0,55,F,H,70892,7
1447,0,0,2,5,2,4,17,18.5,15.4,18.5,23,53,12,6,A,0,70,F,U,44284.5,9
1448,1,20,3,3,1,1,17,15.67,15.67,17,22,32,12,6,A,0,71,F,H,45235,4
1449,1,21,2,8,0,2,17,16,15.13,0,18,55,13,6,A,1,49,M,H,65257,10
1450,0,0,1,11,0,6,17,17,8.91,0,24,125,9,4,A,1,57,F,U,69853,17
1451,0,0,2,4,0,1,17,16,11.5,0,18,54,12,6,A,0,49,F,H,56106,5
1452,1,15,2,13,2,7,17,16,13,16,25,125,11,6,A,0,77,F,H,72554,20
1453,0,0,3,9,1,3,17,15.67,16.89,17,25,89,9,4,A,0,66,F,H,41985,12
1454,1,20,2,5,1,3,17,16,10.6,17,16,76,12,5,A,0,42,M,H,51918,8
1455,0,0,3,3,2,2,17,14.67,14.67,13.5,16,23,13,5,N,1,68,F,H,46404,5
1456,0,0,1,2,0,0,17,17,13.5,0,17,50,9,4,A,0,35,F,U,50576,2
1457,0,0,2,14,2,7,17,16,9.43,16,6,126,21,8,A,1,81,F,U,44284.5,21
1458,0,0,4,7,2,4,17,16.25,13.43,14.5,24,56,11,6,A,1,60,F,H,44284.5,11
1459,0,0,3,3,2,2,17,17.67,17.67,16,17,24,14,6,N,0,43,F,H,62804,5
1460,1,19,2,8,1,5,17,16,11.25,15,17,89,14,7,A,1,27,M,H,53851,13
1461,1,22,3,6,0,2,17,16,14,0,19,76,13,6,A,1,57,F,H,70044,8
1462,1,17,1,4,0,2,17,17,11,0,17,62,11,5,A,0,39,M,H,41639,6
1463,1,16,3,3,2,2,17,16.33,16.33,16,16,24,15,6,N,0,54,M,H,51591,5
1464,0,0,2,2,1,1,17,11,11,17,21,31,10,4,A,0,65,M,U,39286,3
1465,1,17,2,18,1,10,17,16,11.67,15,26,113,10,5,A,1,56,M,H,59263,28
1466,1,17,1,2,0,0,17,17,16,0,25,31,9,4,A,0,29,F,H,52491,2
1467,1,5,4,25,2,14,17,15.5,10.64,16,21,128,13,6,S,1,19,F,H,32750,39
1468,0,0,2,27,0,13,17,18,9.7,0,15,129,13,6,S,1,83,F,H,39676,40
1494,0,0,4,14,4,14,16,14.5,11.57,14.5,16,104,14,6,S,1,63,M,H,56828,28
1495,0,0,3,7,1,5,16,14,11.43,12,18,76,13,6,A,1,79,M,H,107272,12
1496,0,0,4,4,2,2,16,11.5,11.5,10,18,36,12,6,A,1,68,F,H,69585,6
1497,1,20,1,8,1,4,16,16,11.13,16,20,75,13,6,A,1,47,M,H,72339,12
1498,0,0,1,2,0,0,16,16,13,0,18,37,10,4,A,0,46,F,U,76959,2
1499,1,16,1,7,0,2,16,16,15.86,0,20,84,15,4,A,0,79,F,H,93770,9
1500,1,16,5,16,4,9,16,16,12.69,16,19,113,13,6,S,1,52,F,U,44284.5,25
1501,0,0,2,4,0,2,16,13,8.5,0,19,75,11,6,A,0,83,F,H,40131,6
1502,1,16,1,6,1,4,16,16,12.33,16,17,79,11,4,A,0,74,M,H,42011,10
1503,1,20,2,2,2,2,16,13,13,13,23,30,10,4,A,0,66,F,H,44965,4
1504,0,0,2,6,0,3,16,16,12.67,0,15,69,10,3,E,0,57,F,H,35000,9
1505,1,20,3,5,2,3,16,13.67,10.2,15.5,21,45,12,6,A,0,87,M,H,44756,8
1506,1,22,1,6,0,1,16,16,9.33,0,26,76,10,5,A,0,67,F,H,52188,7
1507,0,0,6,17,4,11,16,15.67,12.82,15.25,17,68,13,6,S,1,60,M,U,44284.5,28
1508,1,22,2,4,2,4,16,13,9.5,13,21,44,12,6,A,1,39,F,H,49486,8
1509,1,18,5,6,3,4,16,16.4,15.33,12.67,22,41,12,6,A,1,55,F,H,59705,10
1510,1,16,3,8,2,6,16,17,13.5,15.5,24,122,12,6,A,0,46,F,H,47076,14
1511,0,0,2,3,2,2,16,13,13.67,13,17,24,19,1,E,0,60,F,U,44284.5,5
1512,1,16,3,8,3,7,16,14.67,10.13,14.67,19,81,13,6,A,1,85,F,U,38385,15
1513,0,0,2,2,1,1,16,13,13,10,19,31,10,4,A,0,55,M,U,54405,3
1514,1,15,2,2,0,0,16,13,13,0,18,27,11,5,N,0,43,M,U,42595,2
1515,1,20,2,10,1,4,16,16,13.7,16,25,65,11,6,A,0,67,M,H,91874,14
1516,1,5,1,1,1,1,16,16,16,16,18,18,10,4,F,0,60,F,U,44284.5,2
1517,1,15,3,8,1,3,16,14.67,10,16,17,65,13,6,A,0,73,F,H,43310,11
1518,0,0,2,4,0,1,16,13,10.5,0,20,42,12,6,A,0,37,F,H,36042,5
1519,1,15,2,5,1,4,16,15,12.8,16,21,64,12,6,A,0,60,F,U,44284.5,9
1520,0,0,4,14,1,4,16,15,10.5,15,18,67,13,6,S,1,60,F,H,34010,18
1521,1,20,4,9,2,4,16,11,9.67,8,16,45,26,7,S,1,60,M,H,44284.5,13
1522,0,0,4,28,4,20,16,15,9.25,15,18,126,13,6,A,1,81,M,H,43072,48
1523,1,10,1,7,1,5,16,16,13.14,16,19,92,15,6,A,1,60,M,U,54911,12
1524,1,20,2,3,0,1,16,13,10.33,0,17,41,10,4,A,0,60,F,H,71429,4
1525,0,0,2,2,2,2,16,13,13,13,24,29,9,4,A,0,25,F,H,50801,4
1526,1,18,8,24,5,12,16,15.13,11.46,13.8,17,63,14,6,S,1,60,F,U,44284.5,36
1527,0,0,1,2,1,2,16,16,13,16,18,41,11,4,A,0,60,F,H,35060,4
1528,1,15,4,6,3,4,16,12.75,11,11.67,15,45,14,6,A,1,17,F,U,68684,10
1529,0,0,3,25,3,13,16,15,9.08,15,19,127,14,6,S,1,60,F,U,80392,38
1530,1,10,1,6,1,4,16,16,9.33,16,21,87,10,4,A,1,60,M,U,41770,10
1531,1,20,4,12,3,7,16,18,10.75,18.67,27,88,10,5,A,1,46,M,H,38699,19
1532,1,18,2,9,0,2,16,14.5,8.44,0,19,90,14,6,A,0,60,F,U,31336,11
1533,1,22,2,6,0,2,16,14,11.67,0,16,116,12,5,A,0,59,F,H,45009,8
1534,1,15,3,3,3,3,16,12,12,12,22,33,12,6,A,0,53,F,H,37849,6
1535,0,0,2,2,2,2,16,13,13,13,16,24,13,6,N,0,55,F,H,55298,4
1536,0,0,1,2,0,0,16,16,13,0,19,42,10,4,A,0,59,F,U,33750,2
1537,0,0,3,20,1,10,16,14.67,10.1,15,18,105,15,6,S,1,74,M,H,27098,30
1538,0,0,3,6,2,4,16,14,10,13,15,65,13,5,A,0,38,F,U,44284.5,10
1539,1,16,2,7,2,5,16,15,11.29,15,20,76,13,6,A,0,43,F,H,44024,12
1540,0,0,4,10,3,5,16,12,10.2,10.67,17,51,13,6,A,1,63,F,U,30841,15
1541,0,0,3,17,1,7,16,25.32,16,14,19,97,13,6,A,1,71,M,H,58533,24
1542,0,0,2,2,2,2,16,13,13,13,23,29,10,4,A,0,45,F,H,41069,4
1543,0,0,2,3,1,1,16,13,12,10,26,33,9,4,A,0,60,F,U,44284.5,4
1544,0,0,4,7,4,5,16,29,25.14,29,16,44,13,5,A,1,60,M,U,44284.5,12
1545,1,16,1,9,0,4,16,16,9.22,0,18,87,11,4,A,1,58,F,U,42047,13
1546,0,0,2,2,2,2,16,13,13,13,22,35,10,4,A,0,29,M,U,62244,4
1547,0,0,2,8,2,6,16,15,9.88,15,16,77,14,6,S,1,41,F,H,82313,14
1548,0,0,1,10,1,7,16,16,9.8,16,17,114,6,2,A,1,85,F,U,46960,17
1549,1,25,4,12,3,6,16,15.25,12.67,15.33,25,52,13,6,S,1,60,F,U,44284.5,18
1550,0,0,1,10,0,6,16,16,10.65,0,19,77,13,6,A,1,45,M,H,48911,16
1551,0,0,2,2,0,0,16,13,13,0,19,28,10,4,A,0,59,F,H,44284.5,2
1552,1,18,1,2,0,0,16,16,13.5,0,18,40,10,4,A,0,29,F,U,43357,2
1553,0,0,2,6,1,4,16,13,10.5,16,21,98,5,2,A,0,60,F,U,44284.5,10
1554,0,0,2,4,0,2,16,15,13,0,18,81,4,2,E,0,61,F,U,44284.5,6
1555,1,10,1,2,0,1,16,16,13,0,19,39,10,4,A,0,41,F,H,57224,3
1556,1,14,7,13,3,7,16,14.57,11.54,14.33,18,93,14,6,A,1,16,M,U,41963,20
1557,0,0,4,13,4,11,16,19.5,16,19.5,23,123,12,6,S,1,60,M,U,44284.5,24
1558,0,0,3,3,2,2,16,12.67,12.67,13,16,23,15,6,N,0,61,F,H,68331,5
1559,1,16,2,5,1,2,16,15,10.6,14,15,67,10,3,E,0,38,M,H,95516,7
1560,1,16,1,6,0,2,16,16,12.33,0,18,77,11,4,A,1,60,F,H,40824,8
1561,1,20,1,14,0,9,16,16,6.57,0,18,130,11,4,A,1,79,M,H,41098,23
1562,1,20,1,2,0,1,16,16,13,0,23,40,10,4,A,0,39,M,U,63701,3
1563,1,20,1,7,0,3,16,16,12,0,26,109,12,4,A,0,72,M,U,63917,10
1564,1,20,2,2,1,1,16,13,13,10,15,23,11,5,N,0,39,F,H,53083,3
1565,1,22,3,10,1,5,16,14,12.1,12,18,57,7,2,E,0,60,M,U,44284.5,15
1566,0,0,1,15,1,7,16,16,11.2,16,15,76,10,3,E,1,79,M,H,40431,22
1567,0,0,1,13,1,10,16,16,10.62,16,21,116,11,4,A,1,66,F,U,47164,23
1568,0,0,0,7,0,5,16,0,8.14,0,27,113,23,4,A,0,60,F,U,60489,12
1569,1,16,2,5,0,1,16,15,13.2,0,24,67,10,5,A,0,60,M,U,44284.5,6
1570,0,0,4,14,3,9,16,14.75,11.07,15,22,105,13,6,S,1,47,F,U,44284.5,23
1571,0,0,2,9,1,5,16,15,11.78,14,18,75,12,5,A,1,78,F,U,65118,14
1572,1,10,4,13,2,8,16,14.5,11.85,16,17,128,13,6,A,1,30,M,H,43451,21
1573,1,5,2,4,1,2,16,14,12.5,16,22,53,12,6,A,1,47,F,H,49690,6
1574,0,0,1,6,1,4,16,16,10.67,16,18,77,11,4,A,0,64,M,H,39364,10
1575,1,20,1,5,1,3,16,16,9.8,16,21,72,11,4,A,0,49,F,U,50097,8
1576,0,0,1,3,0,1,16,16,12,0,15,51,9,3,E,0,60,F,H,45208,4
1577,0,0,7,22,4,11,16,16,13.14,15.5,24,99,31,6,A,1,81,M,U,69286,33
1578,0,0,3,5,2,4,16,15,13.4,14.5,26,57,12,5,A,0,36,M,H,82791,9
1579,0,0,4,4,4,4,16,12,12,12,16,33,14,6,A,1,45,F,H,57837,8
1580,0,0,1,3,0,2,16,16,10.33,0,25,66,9,4,A,0,60,M,U,44284.5,5
1581,0,0,5,19,3,13,16,16.6,11.32,16,20,129,13,6,S,1,73,F,H,64121,32
1582,0,0,9,19,8,11,16,13.11,11.58,12.88,4,65,21,7,A,1,17,F,U,44284.5,30
1583,0,0,5,22,3,16,16,16,10.05,16,15,125,13,6,S,1,60,M,U,44284.5,38
1584,1,15,5,15,5,10,16,13.6,10.73,13.6,17,64,13,6,S,1,68,F,U,43797,25
1585,0,0,2,7,0,2,16,15,11.14,0,20,58,13,6,A,0,42,F,H,43694,9
1586,0,0,2,3,0,1,16,13,10.33,0,18,41,11,5,A,0,36,F,U,43944,4
1587,0,0,2,9,0,5,16,15.5,10.78,0,26,105,9,4,A,1,57,F,U,38125,14
1588,1,16,2,14,1,5,16,14,8,16,15,88,12,5,A,0,42,M,H,39029,19
1589,0,0,1,2,0,1,16,16,11,0,26,41,10,4,A,0,60,F,U,39350,3
1590,0,0,1,10,0,4,16,16,7.4,0,26,103,9,4,A,0,60,F,H,33923,14
1591,1,22,7,44,5,22,16,16.86,13.66,16.8,23,130,14,5,S,1,60,F,U,44284.5,66
1613,0,0,5,12,3,5,15,15,11.25,14.67,19,57,14,6,S,1,79,F,U,44284.5,17
1614,0,0,3,5,0,1,15,12.67,10.6,0,19,40,11,6,S,1,73,M,H,56828,6
1615,1,20,1,4,0,2,15,15,16.25,0,26,65,10,4,A,0,76,M,H,87665,6
1616,1,25,1,1,1,1,15,15,15,15,17,17,10,4,F,0,80,M,H,87665,2
1617,0,0,1,1,0,0,15,15,15,0,16,16,11,4,F,0,43,F,H,73671,1
1618,1,14,2,4,1,1,15,12.5,10,15,16,44,12,5,A,0,60,F,H,67047,5
1619,1,15,1,1,1,1,15,15,15,15,17,17,10,3,F,0,69,F,U,67047,2
1620,1,12,2,9,2,6,15,15,12.22,15,25,86,14,6,A,0,60,M,U,76594,15
1621,1,15,2,9,1,6,15,15.5,9.56,16,26,81,10,5,A,1,71,F,U,44284.5,15
1622,0,0,1,1,1,1,15,15,15,15,17,17,11,4,F,0,51,F,H,106020,2
1623,0,0,2,4,0,1,15,15,13,0,26,45,9,4,A,0,49,F,H,59240,5
1624,1,15,2,2,1,1,15,12.5,12.5,10,18,28,11,4,A,0,41,M,H,42613,3
