,Potential_Customer,C_ID,Cust_Last_Purchase,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Status_CustN,Total_Pur_3_years,Total_Pur_5_years,Total_Ad_Res_1_year,Total_Ad_Res_3_year,Total_Ad_Res_5_year
970,0,38144,,13.0,12.33,8.4,12.0,18,105,A,1,75.0,F,H,71392.0,A,5,17,21,49,90
971,0,39885,,12.0,11.0,9.33,11.0,18,44,A,1,27.0,M,H,71392.0,A,6,10,13,32,37
972,0,39913,,10.0,8.14,7.44,8.4,17,41,A,1,,M,H,68219.0,A,12,15,22,50,53
973,1,12515,20.0,15.0,13.14,11.46,14.0,17,110,S,1,78.0,M,H,42295.0,S,12,33,36,65,131
974,0,39931,,25.0,25.0,25.0,25.0,17,24,N,0,57.0,F,H,42295.0,Others,4,4,19,34,30
975,1,39967,75.0,50.0,50.0,50.0,50.0,24,24,N,0,67.0,M,U,52974.0,Others,2,2,17,33,29
976,1,189749,10.0,11.0,10.75,9.0,10.67,4,68,E,1,75.0,M,U,59226.0,Others,7,25,14,26,47
977,1,40058,25.0,20.0,18.0,11.67,18.0,25,130,A,1,87.0,F,H,42429.0,A,6,21,17,48,92
978,1,40055,25.0,20.0,20.0,17.89,,15,81,A,1,81.0,F,U,0.0,A,2,12,19,40,85
979,1,40105,23.0,15.0,19.0,15.0,,17,68,A,0,51.0,F,H,40925.0,A,2,10,19,38,75
980,0,40138,,20.0,20.0,13.86,,18,85,A,0,37.0,M,H,51926.0,A,1,10,19,38,82
981,1,190377,24.0,24.0,24.5,17.89,24.5,16,106,E,0,,F,U,0.0,Others,6,28,6,18,59
982,1,39542,5.0,16.0,16.0,16.0,16.0,18,18,F,0,,F,U,0.0,Others,2,2,14,21,17
983,0,40193,,15.0,15.0,10.33,,22,67,A,0,38.0,M,H,63202.0,A,1,5,14,21,31
984,0,40234,,8.0,8.25,6.71,7.67,21,76,A,1,51.0,F,U,0.0,A,7,22,15,44,74
985,0,40224,,25.0,17.5,13.33,10.0,18,40,A,0,45.0,M,H,35446.0,A,3,4,19,45,45
986,0,40335,,6.25,6.25,7.0,6.25,19,32,A,0,,F,U,35446.0,A,7,8,20,40,37
987,0,40232,,25.0,25.0,13.33,,18,68,S,1,79.0,M,H,35446.0,S,2,16,19,41,79
988,1,40283,25.0,25.0,35.0,15.2,30.0,18,124,S,1,42.0,F,H,36946.0,S,4,24,19,52,111
989,0,10812,,14.0,14.33,11.77,14.5,5,75,S,1,,M,U,0.0,S,10,37,38,68,116
990,0,40276,,5.0,4.78,4.64,4.4,15,88,A,1,54.0,F,H,36946.0,A,14,32,21,54,88
991,1,40520,10.0,10.0,11.0,9.54,10.0,18,105,S,1,86.0,F,H,44404.0,S,3,20,19,48,94
992,0,40313,,35.0,30.0,15.86,,17,75,A,0,71.0,F,U,0.0,A,2,9,21,43,82
993,1,40341,15.0,16.0,14.67,10.0,16.0,17,65,A,0,73.0,F,H,43310.0,A,4,11,19,39,62
994,1,40338,21.0,15.0,15.33,12.4,15.5,26,41,A,1,28.0,F,U,0.0,A,5,8,15,48,50
995,1,39659,20.0,15.0,14.0,12.33,13.8,19,53,S,1,43.0,M,U,43310.0,S,11,20,19,50,66
996,1,50640,5.0,8.0,7.75,6.06,6.0,15,127,S,1,76.0,M,H,43310.0,S,5,31,13,34,80
997,0,39695,,25.0,22.5,11.13,25.0,17,80,A,1,60.0,M,U,0.0,A,3,21,21,54,94
998,0,185153,,25.0,260.0,138.75,260.0,5,29,A,0,,F,U,0.0,A,4,6,45,66,63
999,1,187639,10.0,10.0,10.0,8.33,10.0,21,43,E,0,,M,U,0.0,Others,5,11,8,20,26
1000,0,40396,,6.0,6.5,5.2,6.0,21,128,A,1,72.0,M,H,64434.0,A,5,30,15,46,102
1001,1,40379,6.0,10.0,6.25,5.38,6.67,16,53,S,1,36.0,M,H,64434.0,S,7,15,20,47,61
1002,0,40383,,7.0,8.0,6.38,,15,74,A,0,84.0,F,H,64434.0,A,3,10,18,37,62
1003,1,40407,10.0,17.0,17.0,11.55,17.0,19,113,A,0,74.0,M,H,69558.0,A,3,16,21,43,90
1004,1,40421,5.0,24.0,7.38,6.27,5.0,18,68,S,1,58.0,M,H,69558.0,S,14,38,20,51,81
1005,1,40516,21.0,15.0,15.0,12.33,,15,70,A,0,82.0,F,U,79524.0,A,2,8,17,37,73
1006,0,40501,,20.0,20.0,20.0,20.0,17,17,F,0,67.0,M,H,79524.0,Others,2,2,14,21,18
1007,1,40566,17.0,15.0,12.17,10.86,17.0,18,38,S,1,56.0,F,U,76025.0,S,7,8,20,49,48
1008,0,40565,,15.0,9.25,7.5,6.0,20,40,A,0,49.0,M,H,76025.0,A,5,8,18,47,50
1009,0,8639,,25.0,0.0,17.18,,14,67,A,1,73.0,M,H,0.0,A,0,15,41,41,103
1010,1,40637,20.0,24.0,19.0,12.5,19.75,22,124,S,1,65.0,F,H,0.0,S,10,31,19,52,95
1011,0,40664,,21.0,19.0,11.75,,25,118,A,1,79.0,F,H,55882.0,A,2,18,17,38,102
1012,0,40659,,6.0,15.0,11.29,,16,79,A,1,78.0,M,H,55882.0,A,1,11,19,38,74
1013,1,2085,20.0,20.0,19.67,19.31,20.75,7,64,A,1,52.0,M,H,55882.0,A,10,21,38,71,116
1014,1,40655,20.0,20.0,20.0,11.0,,18,69,A,1,61.0,M,H,55882.0,A,1,14,19,38,71
1015,1,35581,15.0,15.0,13.0,10.43,11.0,20,87,A,0,68.0,M,U,0.0,A,3,11,18,42,57
1016,0,80946,,55.0,52.5,39.0,50.0,18,76,A,0,,F,U,33583.0,A,3,8,12,38,59
1017,0,40757,,15.0,12.5,12.5,11.67,17,24,N,1,85.0,M,U,0.0,Others,7,7,19,34,32
1018,0,40804,,5.0,7.5,6.14,7.5,18,41,A,1,72.0,M,U,33581.0,A,6,10,19,45,49
1019,0,40820,,15.0,8.0,7.63,8.0,18,93,S,1,70.0,F,H,33581.0,S,12,31,20,49,90
1020,0,40845,,20.0,20.0,20.0,20.0,17,17,F,0,,F,H,64275.0,Others,2,2,14,21,18
1021,0,13424,,10.0,10.57,9.08,10.5,18,74,S,1,,F,U,0.0,S,11,35,34,66,105
1022,1,16871,20.0,20.0,20.0,14.75,20.0,23,69,S,1,75.0,M,U,79249.0,S,3,16,18,49,81
1023,0,40891,,50.0,50.0,50.0,50.0,25,57,A,0,77.0,F,H,79249.0,A,6,9,19,52,72
1024,1,40919,10.0,11.0,9.67,7.17,11.0,16,115,A,1,79.0,U,U,44789.0,A,9,18,16,36,58
1025,1,40968,17.0,20.0,16.67,13.67,17.5,17,51,A,1,,F,U,0.0,A,5,11,19,50,63
1026,1,40956,25.0,15.0,15.0,15.0,,15,15,E,0,73.0,F,U,52299.0,Others,1,1,9,11,12
1027,1,11115,10.0,20.0,15.0,13.75,15.0,6,81,A,0,47.0,M,H,52299.0,A,4,12,33,55,96
1028,0,40977,,25.0,25.0,11.44,,18,122,A,1,59.0,F,H,52299.0,A,1,14,19,35,89
1029,0,41000,,30.0,20.33,18.2,15.5,26,41,A,0,,F,U,0.0,A,5,9,18,51,53
1030,0,39070,,25.0,25.0,21.67,,18,52,A,0,56.0,M,H,48226.0,A,1,4,19,33,53
1031,1,41434,5.0,5.0,9.67,6.59,8.5,17,130,A,1,50.0,M,H,48226.0,A,5,24,18,46,101
1032,0,41068,,13.0,14.0,11.0,13.0,17,39,A,0,,M,U,0.0,A,3,5,19,46,45
1033,1,40351,30.0,30.0,30.0,28.0,,17,93,A,0,,U,U,0.0,A,1,8,21,34,77
1034,1,41091,10.0,10.0,9.0,7.21,10.0,18,120,S,1,71.0,F,H,66256.0,S,4,24,21,48,96
1035,1,41089,5.0,11.0,9.67,7.08,,19,110,S,1,75.0,F,U,66256.0,S,3,34,14,29,88
1036,0,41078,,15.0,15.0,10.33,,18,52,A,0,53.0,F,H,66256.0,A,1,4,14,28,43
1037,0,41094,,10.0,7.33,11.78,10.0,16,123,S,1,,M,H,66256.0,S,4,28,19,46,111
1038,1,41222,20.0,20.0,20.0,11.44,20.0,18,125,A,0,32.0,M,U,0.0,A,3,15,19,52,92
1039,1,41187,15.0,15.0,15.0,15.0,15.0,21,28,A,0,,M,U,0.0,A,4,4,15,32,32
1040,0,43706,,10.0,7.6,7.6,6.5,16,29,A,0,,M,H,32547.0,A,7,7,19,38,34
1041,0,41221,,15.0,15.0,8.38,15.0,17,113,A,1,76.0,M,H,56069.0,A,2,12,9,21,43
1042,1,41243,12.0,12.0,11.0,9.82,,20,102,A,1,75.0,F,U,0.0,A,2,17,19,39,90
1043,1,33003,8.0,10.0,7.71,7.38,8.0,16,45,A,0,45.0,F,U,51939.0,A,10,12,22,47,52
1044,0,44604,,2.0,6.75,4.87,7.33,16,77,A,1,,U,U,0.0,A,7,22,11,37,63
1045,1,41288,9.0,6.0,5.11,5.0,4.83,17,41,S,1,84.0,M,H,33286.0,S,15,18,11,37,40
1046,1,41312,23.0,17.0,17.0,11.09,,18,123,A,1,67.0,F,H,33286.0,A,1,17,21,40,102
1047,0,41295,,3.0,9.0,4.83,9.0,18,52,A,0,59.0,F,U,33286.0,A,4,9,16,38,47
1048,0,41332,,20.0,20.0,15.71,20.0,21,104,A,1,,F,U,0.0,A,2,13,18,46,91
1049,1,41325,12.0,7.0,6.2,5.67,7.0,18,41,A,0,34.0,F,U,0.0,A,6,8,18,39,36
1050,0,41022,,15.0,15.0,15.0,15.0,16,16,F,0,71.0,M,U,34909.0,Others,2,2,15,22,18
1051,1,41384,12.0,13.0,12.0,9.43,12.67,19,77,S,1,46.0,F,H,48602.0,S,8,20,19,50,82
1052,0,41376,,14.0,12.25,12.25,12.0,17,32,A,0,56.0,F,U,0.0,A,6,6,19,42,39
1053,0,41396,,18.0,17.0,14.5,16.0,21,81,A,0,62.0,F,H,37692.0,A,3,9,18,48,78
1054,1,41448,15.0,12.0,11.4,9.86,11.0,17,44,A,1,55.0,F,U,0.0,A,7,10,21,48,52
1055,1,41445,35.0,20.0,20.0,17.5,,26,35,A,0,45.0,M,H,61534.0,A,1,2,13,29,34
1056,0,41463,,20.0,20.0,20.0,,20,20,F,0,43.0,F,H,35460.0,Others,1,1,14,21,20
1057,1,41482,5.0,5.0,5.0,3.41,5.0,18,125,A,1,72.0,F,H,35460.0,A,11,28,17,46,88
1058,1,41545,5.0,5.0,6.5,5.79,7.0,15,105,S,1,,M,U,0.0,S,6,28,18,41,89
1059,0,41512,,20.0,20.0,17.63,20.0,19,52,A,0,34.0,F,H,61471.0,A,4,12,20,53,69
1060,1,41537,50.0,15.0,15.83,14.29,16.67,17,44,A,1,36.0,F,U,0.0,A,9,10,19,46,52
1061,1,190626,10.0,10.0,14.0,8.79,14.0,22,130,S,1,68.0,M,U,59625.0,S,4,25,18,47,104
1062,1,41569,18.0,18.0,14.33,10.0,16.0,17,53,A,0,72.0,F,H,82495.0,A,4,8,21,52,63
1063,0,11048,,10.0,10.0,7.92,10.0,17,65,A,0,73.0,F,H,82495.0,A,9,19,25,50,87
1064,1,41604,10.0,12.0,10.67,8.31,11.0,17,81,S,1,73.0,F,H,55485.0,S,5,21,12,30,56
1065,0,41614,,20.0,18.67,16.17,19.0,21,112,A,0,36.0,M,H,43639.0,A,5,11,19,43,76
1066,0,41347,,15.0,20.0,20.0,25.0,18,35,A,0,,U,U,0.0,A,3,5,20,47,45
1067,1,40786,5.0,5.0,5.67,11.38,5.0,18,91,S,1,72.0,M,H,0.0,S,4,25,18,44,81
1068,0,13004,,10.0,10.0,9.48,10.0,16,105,A,1,27.0,F,U,36433.0,A,6,37,30,55,118
1069,0,41661,,15.0,10.0,10.0,,15,20,N,0,,F,U,0.0,Others,2,2,17,24,23
1070,1,41666,5.0,11.0,11.4,11.4,11.25,22,32,A,0,52.0,F,H,45345.0,A,9,9,18,46,43
1071,0,41699,,10.0,13.0,12.06,16.0,18,127,S,1,7.0,M,U,45345.0,S,6,29,20,51,111
1072,1,57017,20.0,20.0,20.0,20.0,20.0,23,23,N,0,,F,U,0.0,Others,2,2,13,23,20
1073,1,41715,3.0,5.0,3.57,3.3,3.0,18,45,A,1,,U,U,0.0,A,9,14,18,46,50
1074,1,11011,20.0,15.0,15.0,12.61,15.0,5,75,A,1,71.0,M,H,53090.0,A,8,26,37,70,115
1075,0,41731,,10.0,10.0,10.0,10.0,18,24,N,0,65.0,F,H,60060.0,Others,6,6,19,34,31
1076,0,41922,,60.0,55.0,55.0,60.0,16,20,N,0,,U,U,0.0,Others,3,3,20,30,27
1077,1,41936,13.0,15.0,13.2,14.44,13.33,18,79,A,1,,U,U,0.0,A,8,14,14,36,50
1078,0,41981,,10.0,13.0,8.76,13.33,18,123,A,1,36.0,F,U,35178.0,A,7,25,20,53,112
1079,1,41785,17.0,20.0,14.8,11.2,13.0,16,56,S,1,69.0,F,H,62369.0,S,8,17,20,48,66
1080,0,41834,,10.0,10.0,6.74,10.0,26,129,A,1,7.0,M,U,0.0,A,6,56,13,44,112
1081,0,41839,,10.0,6.83,6.36,6.25,18,126,S,1,87.0,F,H,40993.0,S,10,34,13,39,96
1082,1,41819,15.0,15.0,10.0,10.0,,20,32,A,0,49.0,M,H,40993.0,A,2,2,14,26,30
1083,1,45390,20.0,15.0,15.5,12.27,,26,85,S,1,7.0,F,U,0.0,S,2,14,15,36,87
1084,0,186,,11.0,10.83,8.82,11.0,15,125,S,1,,F,U,0.0,S,16,99,38,71,177
1085,1,41905,15.0,6.0,6.67,6.6,6.0,18,111,S,1,,F,U,0.0,S,5,30,19,47,101
1086,1,14638,60.0,50.0,50.0,33.0,,25,56,A,1,,M,U,0.0,A,2,5,21,38,78
1087,1,41899,10.0,10.0,10.0,7.85,10.0,24,88,A,1,,M,U,0.0,A,8,20,17,49,81
1088,0,41921,,25.0,25.0,25.0,25.0,17,20,N,0,69.0,F,H,47060.0,Others,3,3,19,28,25
1089,1,41920,15.0,15.0,15.0,15.0,,20,20,F,0,55.0,M,H,47060.0,Others,1,1,14,20,20
1090,0,41986,,50.0,50.0,50.0,50.0,16,16,F,0,37.0,F,H,39703.0,Others,2,2,17,24,20
1091,0,42021,,20.0,12.5,12.5,,20,31,A,0,39.0,M,H,32350.0,A,2,2,15,26,29
1092,0,3214,,25.0,16.67,16.38,25.0,4,81,A,1,7.0,M,H,0.0,A,4,18,37,70,110
1093,1,186731,15.0,15.0,15.0,11.13,15.0,18,112,E,1,63.0,F,U,0.0,Others,2,30,11,23,65
1094,0,42055,,20.0,20.0,15.2,,26,88,A,1,,F,U,0.0,A,1,9,13,29,68
1095,1,45008,10.0,20.0,18.33,10.9,15.0,16,65,A,1,51.0,F,H,40114.0,A,4,15,19,52,75
1096,0,45065,,25.0,19.0,15.5,19.0,16,41,A,1,,F,U,45905.0,A,6,8,19,49,50
1097,0,45047,,15.0,15.0,14.31,15.0,19,86,S,1,65.0,F,U,45905.0,S,3,17,19,48,90
1098,1,1292,15.0,7.0,9.0,7.6,10.0,18,57,A,1,47.0,M,H,53046.0,A,5,7,21,45,55
1099,1,45116,5.0,5.0,5.0,4.91,5.0,15,130,S,1,84.0,M,U,53046.0,S,9,38,11,41,104
1100,1,45101,3.0,3.0,4.29,4.13,4.0,4,33,S,1,,F,H,53046.0,S,13,15,20,42,42
1101,1,8330,5.0,5.0,5.0,5.73,,5,92,A,0,72.0,F,H,43877.0,A,1,16,28,45,87
1102,1,45134,12.0,12.0,14.25,12.67,15.0,18,110,S,1,83.0,M,U,43877.0,S,7,20,12,38,74
1103,0,41575,,10.0,10.0,10.0,10.0,17,105,A,1,86.0,U,U,0.0,A,5,16,20,48,90
1104,1,2194,4.0,4.0,4.43,4.07,4.5,12,63,S,1,37.0,M,H,50524.0,S,13,25,30,59,84
1105,1,45158,10.0,10.0,9.67,8.5,9.5,19,89,S,1,63.0,F,H,50524.0,S,10,23,19,52,87
1106,0,45313,,15.0,13.67,11.0,15.0,20,93,A,0,73.0,U,U,0.0,A,5,9,18,42,70
1107,0,45305,,53.0,49.67,44.8,51.5,22,41,A,0,75.0,M,U,0.0,A,5,8,19,52,53
1108,1,14388,10.0,4.0,4.75,6.27,4.83,20,143,S,1,35.0,M,U,0.0,S,14,47,16,45,112
1109,0,45327,,15.0,15.0,15.0,15.0,21,21,F,0,,M,U,0.0,Others,2,2,11,21,18
1110,1,187748,7.0,6.0,9.8,8.38,9.5,16,52,E,1,,U,U,0.0,Others,9,13,9,21,32
1111,1,15017,18.0,12.0,11.0,8.76,11.0,17,75,E,1,,F,U,46993.0,Others,6,33,7,19,43
1112,1,45356,8.0,8.0,8.0,6.61,8.0,18,104,S,1,77.0,M,H,46993.0,S,9,33,17,48,100
1113,1,45351,25.0,20.0,24.5,26.0,20.0,20,52,A,0,68.0,F,U,0.0,A,3,6,19,51,65
1114,0,12955,,11.0,10.75,8.67,11.5,17,86,S,1,70.0,M,U,0.0,S,6,22,26,56,94
1115,1,45367,30.0,25.0,25.0,25.0,25.0,23,23,N,0,32.0,M,U,0.0,Others,2,2,14,28,26
1116,0,45385,,7.0,5.86,4.83,4.33,17,57,A,1,,F,U,0.0,A,10,18,19,52,65
1117,1,45551,15.0,15.0,12.5,12.5,12.5,16,31,A,0,,U,U,0.0,A,4,4,15,35,31
1118,1,45201,11.0,11.0,7.67,7.67,5.0,15,23,N,0,,M,U,0.0,Others,4,4,16,26,23
1119,1,42068,10.0,10.0,9.21,8.69,7.9,15,41,A,1,79.0,F,H,35761.0,A,12,14,19,50,51
1120,1,42096,20.0,20.0,20.0,20.0,,20,20,F,0,,F,U,44656.0,Others,1,1,14,21,21
1121,1,42176,10.0,5.0,6.0,6.1,5.0,16,121,S,1,83.0,F,H,49133.0,S,7,29,11,31,75
1122,1,42165,10.0,19.0,18.0,16.5,,18,65,A,0,,M,U,0.0,A,3,7,19,40,73
1123,0,42206,,15.0,15.0,9.38,15.0,17,77,A,0,38.0,F,H,63299.0,A,2,12,19,47,72
1124,1,42291,15.0,15.0,12.5,10.53,10.0,19,130,A,1,,M,U,0.0,A,3,28,19,52,108
1125,1,42279,5.0,5.0,6.33,5.6,6.25,18,53,S,1,64.0,F,H,34341.0,S,10,15,18,46,53
1126,0,42336,,6.0,6.25,5.22,6.0,17,114,S,1,48.0,F,U,0.0,S,6,24,16,45,92
1127,1,188778,20.0,20.0,16.67,13.25,,5,113,A,0,41.0,U,U,0.0,A,3,13,20,40,85
1128,0,42342,,0.0,7.0,5.84,8.0,14,124,S,1,,F,H,33065.0,S,6,33,19,43,98
1129,1,190562,10.0,10.0,9.25,5.94,10.0,15,105,A,1,79.0,F,U,34943.0,A,7,25,9,33,78
1130,1,42419,23.0,23.0,22.0,9.29,,18,130,A,1,82.0,M,H,35314.0,A,2,21,19,41,107
1131,0,42399,,25.0,25.0,25.0,25.0,17,17,F,0,63.0,F,U,35314.0,Others,2,2,16,23,20
1132,0,42444,,6.0,6.22,5.48,5.5,18,68,S,1,69.0,M,H,36042.0,S,13,38,19,52,82
1133,0,42462,,6.0,11.67,9.69,11.6,15,114,S,1,46.0,M,H,36042.0,S,11,27,20,50,94
1134,0,1264,,15.0,15.0,10.0,15.0,23,56,N,0,71.0,M,H,36042.0,Others,2,3,11,27,33
1135,0,42344,,16.0,13.0,10.5,,20,42,A,0,37.0,F,H,36042.0,A,2,5,18,38,47
1136,0,42443,,25.0,25.0,18.89,,18,67,S,1,,F,U,36042.0,S,1,12,19,39,77
1137,0,42478,,15.0,15.0,12.33,,18,52,A,0,73.0,F,H,44003.0,A,1,3,15,26,42
1138,1,42501,15.0,15.0,9.67,9.8,11.0,18,40,A,1,77.0,F,H,32263.0,A,4,7,18,47,49
1139,1,42509,12.0,10.0,10.0,10.33,,18,89,A,1,75.0,M,H,32263.0,A,2,19,19,38,83
1140,1,42499,10.0,5.0,7.5,6.67,7.5,18,33,S,1,68.0,M,H,32263.0,S,8,10,18,43,41
1141,0,8436,,15.0,15.0,13.26,15.0,17,198,A,0,84.0,F,H,40839.0,A,2,23,24,45,80
1142,1,42543,20.0,14.0,8.75,8.75,8.0,18,27,A,1,,M,U,34330.0,A,6,6,22,41,37
1143,1,42548,11.0,11.0,11.0,8.77,,18,126,A,1,73.0,F,H,17589.0,A,2,22,19,38,96
1144,0,42574,,15.0,15.0,11.3,15.0,20,101,A,1,68.0,F,H,39664.0,A,2,16,15,36,89
1145,0,188283,,10.0,8.33,7.53,5.0,6,131,A,1,79.0,F,H,39664.0,A,4,30,29,58,116
1146,0,11543,,20.0,16.33,13.46,16.33,17,56,A,1,59.0,F,H,36879.0,A,6,18,29,60,92
1147,1,42589,15.0,15.0,12.5,9.75,12.5,17,53,A,0,69.0,F,H,36879.0,A,4,7,20,47,56
1148,1,33190,11.0,12.0,10.75,7.16,11.0,21,102,S,1,44.0,F,U,0.0,S,6,38,20,48,98
1149,0,42618,,15.0,11.0,7.0,15.0,21,122,A,1,77.0,F,H,55303.0,A,4,20,19,50,94
1150,0,4300,,15.0,15.4,10.64,16.0,15,123,A,1,68.0,M,U,38464.0,A,8,78,44,70,148
1151,1,42686,20.0,20.0,20.0,20.0,20.0,21,21,F,0,,F,H,46780.0,Others,2,2,15,25,22
1152,0,10895,,25.0,22.5,13.1,,18,65,A,0,72.0,M,H,46780.0,A,2,12,24,41,83
1153,1,42689,4.0,5.0,3.86,3.86,3.5,21,34,A,1,,F,U,0.0,A,11,11,18,44,43
1154,1,42724,25.0,17.0,12.0,9.67,,26,52,A,0,61.0,M,U,38632.0,A,2,4,15,28,45
1155,1,42937,20.0,20.0,20.0,15.57,20.0,16,104,A,0,50.0,M,H,38632.0,A,3,9,21,50,81
1156,0,42791,,15.0,11.67,9.27,10.0,18,107,S,1,,F,H,49147.0,S,4,18,20,37,69
1157,1,42776,16.0,17.0,14.0,14.0,14.0,17,33,A,0,,M,H,49147.0,A,6,6,18,44,40
1158,1,42778,10.0,15.0,15.0,10.0,,26,44,A,0,41.0,F,U,49147.0,A,1,4,13,33,48
1159,0,42856,,30.0,30.0,20.0,30.0,19,88,A,0,64.0,M,H,25380.0,A,2,7,19,33,63
1160,1,42878,10.0,10.0,7.25,6.13,6.33,19,41,A,1,75.0,F,H,38261.0,A,7,12,19,49,52
1161,0,42931,,26.0,26.0,14.86,,17,110,A,1,69.0,F,U,53324.0,A,2,21,20,42,106
1162,0,42907,,15.0,10.0,10.0,10.0,24,32,A,0,39.0,F,U,53324.0,A,4,4,14,35,32
1163,1,42913,5.0,15.0,9.4,7.2,10.0,16,56,A,1,51.0,M,H,53324.0,A,8,15,19,49,69
1164,0,42940,,11.0,10.33,9.22,10.33,21,53,S,1,75.0,F,H,174305.0,S,6,16,17,32,41
1165,1,43492,12.0,13.0,12.0,7.0,11.0,18,109,S,1,,F,U,0.0,S,3,22,20,42,74
1166,0,42983,,21.0,22.0,19.14,22.5,16,53,S,1,76.0,M,H,50351.0,S,5,11,19,50,62
1167,1,42997,7.0,7.0,7.4,6.56,7.0,19,77,S,1,79.0,F,H,52313.0,S,6,22,10,40,72
1168,1,43013,20.0,20.0,20.0,12.4,,19,93,A,0,75.0,F,U,35119.0,A,1,9,15,26,68
1169,0,43011,,20.0,14.57,14.45,13.0,16,89,A,0,61.0,M,H,35119.0,A,11,17,20,51,78
1170,1,70144,15.0,21.0,17.0,13.58,,20,115,S,1,80.0,F,U,39015.0,S,3,18,19,40,103
1171,1,43020,15.0,15.0,15.0,15.0,15.0,24,24,N,0,,F,U,0.0,Others,2,2,10,24,21
1172,0,43071,,11.0,11.0,8.45,11.0,19,86,A,1,45.0,F,H,0.0,A,4,19,19,36,61
1173,1,190108,5.0,8.0,6.4,6.0,6.25,17,33,E,1,,F,U,0.0,Others,9,10,6,17,18
1174,0,189309,,1.0,14.0,8.22,20.0,4,64,A,1,73.0,F,U,41061.0,A,6,23,20,52,74
1175,0,43165,,30.0,30.0,17.13,30.0,25,77,A,0,74.0,M,H,41061.0,A,2,12,17,50,80
1176,0,43187,,20.0,3.67,5.11,,18,51,A,0,68.0,F,H,50021.0,A,3,11,19,40,57
1177,0,69455,,100.0,56.67,18.31,56.67,18,112,S,1,86.0,M,H,50021.0,S,6,28,13,33,84
1178,1,43235,15.0,16.0,15.0,12.8,16.0,21,64,A,0,,U,U,0.0,A,3,9,18,44,65
1179,1,43226,20.0,20.0,15.0,15.0,15.0,22,29,A,0,75.0,M,H,37377.0,A,4,4,14,33,31
1180,0,43232,,5.0,10.25,10.6,9.0,17,44,A,0,83.0,F,H,37377.0,A,7,8,18,45,51
1181,1,190408,7.0,10.0,8.33,6.6,10.0,19,110,E,1,66.0,U,U,0.0,Others,5,16,6,18,53
1182,1,43010,25.0,25.0,20.0,17.0,25.0,22,65,A,0,52.0,F,H,0.0,A,3,5,21,50,61
1183,1,128975,15.0,11.0,9.29,8.27,9.4,16,56,A,1,37.0,M,H,0.0,A,12,22,21,53,72
1184,0,43549,,15.0,15.0,11.75,,18,56,A,0,,M,U,0.0,A,1,5,16,33,54
1185,1,187417,45.0,10.0,10.67,10.67,10.0,16,23,E,0,,M,U,0.0,Others,5,5,6,12,11
1186,1,43101,10.0,15.0,18.25,19.0,18.0,16,109,S,1,48.0,F,U,0.0,S,6,28,13,37,89
1187,1,43086,20.0,7.0,7.33,7.33,6.0,17,24,N,0,72.0,F,U,0.0,Others,5,5,18,34,30
1188,1,43119,9.0,6.0,6.33,6.25,4.5,17,28,A,0,,F,U,73831.0,A,5,6,19,38,36
1189,0,43137,,10.0,10.0,9.13,,16,72,A,0,57.0,U,U,0.0,A,3,11,20,39,71
1190,1,43126,5.0,5.0,4.86,4.88,4.6,16,32,A,1,48.0,F,U,0.0,A,12,13,19,44,41
1191,0,4869,,10.0,12.0,13.3,12.0,9,114,A,1,77.0,F,U,0.0,A,8,14,36,64,82
1192,1,43052,5.0,15.0,10.0,8.11,10.0,18,64,A,0,43.0,F,U,0.0,A,7,14,11,40,58
1193,1,43333,5.0,5.0,4.6,4.11,4.33,17,50,S,1,72.0,F,U,0.0,S,8,15,19,45,53
1194,1,43321,25.0,25.0,25.0,25.0,25.0,21,21,N,0,74.0,U,U,0.0,Others,2,2,16,26,23
1195,0,43397,,10.0,8.6,8.0,10.0,21,28,A,1,62.0,M,U,0.0,A,9,11,18,40,38
1196,1,42970,3.0,4.0,4.5,4.43,4.4,16,65,A,1,,M,U,0.0,A,11,23,14,40,61
1197,1,43001,15.0,15.0,15.0,15.0,,15,15,E,0,,F,U,0.0,Others,1,1,9,11,12
1198,0,43311,,20.0,15.5,9.75,11.0,15,52,E,0,23.0,M,U,0.0,Others,3,6,13,31,39
1199,1,43066,15.0,15.0,13.0,9.5,,18,53,A,0,45.0,M,U,0.0,A,2,6,18,37,54
1200,1,43559,2.0,5.0,4.5,3.57,5.0,16,130,S,1,84.0,M,U,73930.0,S,5,45,17,43,103
1201,0,43562,,10.0,15.0,12.5,15.0,18,21,N,0,41.0,M,H,43692.0,Others,2,3,20,32,27
1202,1,43564,20.0,20.0,20.0,20.0,20.0,24,24,N,0,52.0,M,H,43692.0,Others,2,2,10,24,21
1203,0,126195,,20.0,20.0,20.0,,15,15,F,0,47.0,F,H,43692.0,Others,1,1,15,19,18
1204,0,43662,,15.0,15.0,14.56,15.0,17,57,A,0,37.0,M,H,34491.0,A,6,12,20,53,69
1205,1,43663,10.0,3.0,8.33,6.39,7.5,15,69,A,0,17.0,F,H,34491.0,A,10,25,12,31,53
1206,0,185505,,10.0,10.0,9.43,10.0,6,128,S,1,,F,U,0.0,S,5,34,38,69,135
1207,1,2809,25.0,10.0,13.5,10.46,13.5,17,130,A,1,29.0,F,H,54028.0,A,4,24,31,45,98
